Title,Price,Link
"Girls' Warm Winter Fleece Knee Colon Socks, Soft Cotton Blend, Comfortable Natural Feel, Elastic Band, Seamless Bottom Heel for All-Day Wear, Legging Tights Socks for Cold Weather",153,https://www.amazon.eg/-/en/Comfortable-Natural-Seamless-Knee-High-OffWhite/dp/B0DRH3PHJC/ref=sr_1_11?dib=eyJ2IjoiMSJ9.a296hOo5jj7sKB39SgBpnCgRZcZ2686hTMgaf1vKq511QfAORTToJFategA-jMtvTZH5Jo5p4cxZa1Y5JBBmHiaokyIXzqa-40SFwblq0Q20fXFqlDxO8D66pZ-GhXGg9RMjHbmz8wB-uBM4SkoP0P-k9wkrrmIt9LiU4TcrwOArSZ87dcv9voLWpZ7HEZZf_H5sI0a5TqPLQil5LYDlugGtZy16yabO-oHV-pAPsRA.evzkGZg2KaqIxqaFul6dWLlCJXKysSi4ph8cH2_AsFc&dib_tag=se&m=A3C9OIQYGN4KBS&marketplaceID=ARBP9OOSHTCHU&qid=1736856539&s=merchant-items&sr=1-11&xpid=julibefYazZ3G
"Premium 12ml Portable Mini Refillable Perfume Bottle – Travel-Friendly Spray Atomizer, Round Tube Pump, Empty Cosmetic Scent Bottle for Fragrance Lovers (Black)",188,https://www.amazon.eg/-/en/Premium-12ml-Portable-Mini-Refillable/dp/B0DQRHQDV8/ref=sr_1_12?dib=eyJ2IjoiMSJ9.a296hOo5jj7sKB39SgBpnCgRZcZ2686hTMgaf1vKq511QfAORTToJFategA-jMtvTZH5Jo5p4cxZa1Y5JBBmHiaokyIXzqa-40SFwblq0Q20fXFqlDxO8D66pZ-GhXGg9RMjHbmz8wB-uBM4SkoP0P-k9wkrrmIt9LiU4TcrwOArSZ87dcv9voLWpZ7HEZZf_H5sI0a5TqPLQil5LYDlugGtZy16yabO-oHV-pAPsRA.evzkGZg2KaqIxqaFul6dWLlCJXKysSi4ph8cH2_AsFc&dib_tag=se&m=A3C9OIQYGN4KBS&marketplaceID=ARBP9OOSHTCHU&qid=1736856539&s=merchant-items&sr=1-12&xpid=julibefYazZ3G
2 Pairs Winter Warm Socks - Imported Long Winter Warm Socks - One Size - Soft and Fluffy Warm Socks - Comfortable Thermal Socks for Women Men Adults Teens Kids Girls Boys,181,https://www.amazon.eg/-/en/Pairs-Winter-Warm-Socks-Comfortable/dp/B0CPKTNNWD/ref=sr_1_13?dib=eyJ2IjoiMSJ9.a296hOo5jj7sKB39SgBpnCgRZcZ2686hTMgaf1vKq511QfAORTToJFategA-jMtvTZH5Jo5p4cxZa1Y5JBBmHiaokyIXzqa-40SFwblq0Q20fXFqlDxO8D66pZ-GhXGg9RMjHbmz8wB-uBM4SkoP0P-k9wkrrmIt9LiU4TcrwOArSZ87dcv9voLWpZ7HEZZf_H5sI0a5TqPLQil5LYDlugGtZy16yabO-oHV-pAPsRA.evzkGZg2KaqIxqaFul6dWLlCJXKysSi4ph8cH2_AsFc&dib_tag=se&m=A3C9OIQYGN4KBS&marketplaceID=ARBP9OOSHTCHU&qid=1736856539&s=merchant-items&sr=1-13&xpid=julibefYazZ3G
"Travel Bottles,Travel Bottles Set for Toiletries,Portable Travel Bottles,Leak Proof Travel Tubes Refillable Liquid Travel Accessories for Cosmetic Shampoo and Lotion Soap(60ml (3pcs))",151,https://www.amazon.eg/-/en/Toiletries-Portable-Refillable-Accessories-Cosmetic/dp/B0BY4JKBWQ/ref=sr_1_14?dib=eyJ2IjoiMSJ9.a296hOo5jj7sKB39SgBpnCgRZcZ2686hTMgaf1vKq511QfAORTToJFategA-jMtvTZH5Jo5p4cxZa1Y5JBBmHiaokyIXzqa-40SFwblq0Q20fXFqlDxO8D66pZ-GhXGg9RMjHbmz8wB-uBM4SkoP0P-k9wkrrmIt9LiU4TcrwOArSZ87dcv9voLWpZ7HEZZf_H5sI0a5TqPLQil5LYDlugGtZy16yabO-oHV-pAPsRA.evzkGZg2KaqIxqaFul6dWLlCJXKysSi4ph8cH2_AsFc&dib_tag=se&m=A3C9OIQYGN4KBS&marketplaceID=ARBP9OOSHTCHU&qid=1736856539&s=merchant-items&sr=1-14&xpid=julibefYazZ3G
High Cool Basic Baby Newborn Winter High Neck Pullover Long Sleeve Fleece Lined Popper Bodysuit Bodysuit for Infant,165,https://www.amazon.eg/-/en/Newborn-Winter-Pullover-Sleeve-Bodysuit/dp/B0DGYRWCRZ/ref=sr_1_15?dib=eyJ2IjoiMSJ9.a296hOo5jj7sKB39SgBpnCgRZcZ2686hTMgaf1vKq511QfAORTToJFategA-jMtvTZH5Jo5p4cxZa1Y5JBBmHiaokyIXzqa-40SFwblq0Q20fXFqlDxO8D66pZ-GhXGg9RMjHbmz8wB-uBM4SkoP0P-k9wkrrmIt9LiU4TcrwOArSZ87dcv9voLWpZ7HEZZf_H5sI0a5TqPLQil5LYDlugGtZy16yabO-oHV-pAPsRA.evzkGZg2KaqIxqaFul6dWLlCJXKysSi4ph8cH2_AsFc&dib_tag=se&m=A3C9OIQYGN4KBS&marketplaceID=ARBP9OOSHTCHU&qid=1736856539&s=merchant-items&sr=1-15&xpid=julibefYazZ3G
"Set of 6 Christmas Socks, Warm Winter Socks, Infant Novelty Party Plush Socks with Christmas Motifs, Colorful Cotton Crew Socks, Cute Stockings (Multicolor, Size 6-24 Months)",219,https://www.amazon.eg/-/en/Christmas-Novelty-Colorful-Stockings-Multicolor/dp/B0DQ64X9V2/ref=sr_1_16?dib=eyJ2IjoiMSJ9.a296hOo5jj7sKB39SgBpnCgRZcZ2686hTMgaf1vKq511QfAORTToJFategA-jMtvTZH5Jo5p4cxZa1Y5JBBmHiaokyIXzqa-40SFwblq0Q20fXFqlDxO8D66pZ-GhXGg9RMjHbmz8wB-uBM4SkoP0P-k9wkrrmIt9LiU4TcrwOArSZ87dcv9voLWpZ7HEZZf_H5sI0a5TqPLQil5LYDlugGtZy16yabO-oHV-pAPsRA.evzkGZg2KaqIxqaFul6dWLlCJXKysSi4ph8cH2_AsFc&dib_tag=se&m=A3C9OIQYGN4KBS&marketplaceID=ARBP9OOSHTCHU&qid=1736856539&s=merchant-items&sr=1-16&xpid=julibefYazZ3G
"2 Pairs Of Winter Warm Socks - Imported Long Winter Warm Socks - One Size - Soft and Fluffy Warm Socks - Comfortable Thermal Socks for Women, Men Adults, Teens, Kids Girls And Boys",266,https://www.amazon.eg/-/en/Pairs-Winter-Warm-Socks-Comfortable/dp/B0DJTHSBJX/ref=sr_1_17?dib=eyJ2IjoiMSJ9.m928T-WRgTWEOORt3U898wKLOmNg7r35iqoo6xYGf_OUvCDPfOY0PK03EB-69-cPsoknu9D3z3ba5Z9yOztT8uZO0I12k7j5bAQhLcg5R3TLV3iqvfoOb0kX33CAi5X1PbrKAV4Ti1wMRszVJ2s9F2TLbceUJLBPiY0Am25VBI2TLsAlKvnGK1zruFNW1qbQrAeGCS31BtU6HWDg5e8kY2fSvwmwMzzau3tUCEJXVyo.tgHzmV2J9jvJRa3C0aCSrATLW5eXVPdXcsmBiS8-wNw&dib_tag=se&m=A3C9OIQYGN4KBS&marketplaceID=ARBP9OOSHTCHU&qid=1736856541&s=merchant-items&sr=1-17&xpid=julibefYazZ3G
Baby Girls Winter Solid Fleece Tights Thick Soft School Pantyhose Keep Warm Pantyhose Girls Winter Warm Leggings,166,https://www.amazon.eg/-/en/Winter-Fleece-Tights-Pantyhose-Leggings/dp/B0CGQ5HXZQ/ref=sr_1_18?dib=eyJ2IjoiMSJ9.m928T-WRgTWEOORt3U898wKLOmNg7r35iqoo6xYGf_OUvCDPfOY0PK03EB-69-cPsoknu9D3z3ba5Z9yOztT8uZO0I12k7j5bAQhLcg5R3TLV3iqvfoOb0kX33CAi5X1PbrKAV4Ti1wMRszVJ2s9F2TLbceUJLBPiY0Am25VBI2TLsAlKvnGK1zruFNW1qbQrAeGCS31BtU6HWDg5e8kY2fSvwmwMzzau3tUCEJXVyo.tgHzmV2J9jvJRa3C0aCSrATLW5eXVPdXcsmBiS8-wNw&dib_tag=se&m=A3C9OIQYGN4KBS&marketplaceID=ARBP9OOSHTCHU&qid=1736856541&s=merchant-items&sr=1-18&xpid=julibefYazZ3G
Long Card Pouch & Wallet Pure Colour ID Pocket Document Pocket Passport Bag with Mini Key Hook for Women Men Travel (Solid Gray),192,https://www.amazon.eg/-/en/Wallet-Colour-Pocket-Document-Passport/dp/B0BYV6N1HM/ref=sr_1_19?dib=eyJ2IjoiMSJ9.m928T-WRgTWEOORt3U898wKLOmNg7r35iqoo6xYGf_OUvCDPfOY0PK03EB-69-cPsoknu9D3z3ba5Z9yOztT8uZO0I12k7j5bAQhLcg5R3TLV3iqvfoOb0kX33CAi5X1PbrKAV4Ti1wMRszVJ2s9F2TLbceUJLBPiY0Am25VBI2TLsAlKvnGK1zruFNW1qbQrAeGCS31BtU6HWDg5e8kY2fSvwmwMzzau3tUCEJXVyo.tgHzmV2J9jvJRa3C0aCSrATLW5eXVPdXcsmBiS8-wNw&dib_tag=se&m=A3C9OIQYGN4KBS&marketplaceID=ARBP9OOSHTCHU&qid=1736856541&s=merchant-items&sr=1-19&xpid=julibefYazZ3G
Women Winter Warm Leggings Women Winter Warm Plus Size Solid Color Velvet Women Leggings High Waist Leggings Stretch Lycra Material Soft Padded Fur Free Size 60K to 100K,485,https://www.amazon.eg/-/en/Winter-Leggings-Velvet-Stretch-Material/dp/B0DL4QH7NV/ref=sr_1_20?dib=eyJ2IjoiMSJ9.m928T-WRgTWEOORt3U898wKLOmNg7r35iqoo6xYGf_OUvCDPfOY0PK03EB-69-cPsoknu9D3z3ba5Z9yOztT8uZO0I12k7j5bAQhLcg5R3TLV3iqvfoOb0kX33CAi5X1PbrKAV4Ti1wMRszVJ2s9F2TLbceUJLBPiY0Am25VBI2TLsAlKvnGK1zruFNW1qbQrAeGCS31BtU6HWDg5e8kY2fSvwmwMzzau3tUCEJXVyo.tgHzmV2J9jvJRa3C0aCSrATLW5eXVPdXcsmBiS8-wNw&dib_tag=se&m=A3C9OIQYGN4KBS&marketplaceID=ARBP9OOSHTCHU&qid=1736856541&s=merchant-items&sr=1-20&xpid=julibefYazZ3G
"Winter Fur Lined Slippers for Men, Non-Slip Fluffy Soapy Slides, Warm Indoor and Outdoor, Very Cozy Inside Fur, Lightweight Slip-On Design, for Home Comfort - Choose One Size Up",488,https://www.amazon.eg/-/en/Slippers-Non-Slip-Outdoor-Lightweight-Comfort/dp/B0DNTV9LML/ref=sr_1_21?dib=eyJ2IjoiMSJ9.m928T-WRgTWEOORt3U898wKLOmNg7r35iqoo6xYGf_OUvCDPfOY0PK03EB-69-cPsoknu9D3z3ba5Z9yOztT8uZO0I12k7j5bAQhLcg5R3TLV3iqvfoOb0kX33CAi5X1PbrKAV4Ti1wMRszVJ2s9F2TLbceUJLBPiY0Am25VBI2TLsAlKvnGK1zruFNW1qbQrAeGCS31BtU6HWDg5e8kY2fSvwmwMzzau3tUCEJXVyo.tgHzmV2J9jvJRa3C0aCSrATLW5eXVPdXcsmBiS8-wNw&dib_tag=se&m=A3C9OIQYGN4KBS&marketplaceID=ARBP9OOSHTCHU&qid=1736856541&s=merchant-items&sr=1-21&xpid=julibefYazZ3G
"Suede Brush for Shoes, Suede Brush Eraser Suede Leather Brush Hard-Wearing Crepe Brush Suede Boot Brush for Cleaning Shoe - Boots - Suede Accessories",145,https://www.amazon.eg/-/en/Suede-Brush-Shoes-Hard-Wearing-Cleaning/dp/B0CZM8VBWH/ref=sr_1_22?dib=eyJ2IjoiMSJ9.m928T-WRgTWEOORt3U898wKLOmNg7r35iqoo6xYGf_OUvCDPfOY0PK03EB-69-cPsoknu9D3z3ba5Z9yOztT8uZO0I12k7j5bAQhLcg5R3TLV3iqvfoOb0kX33CAi5X1PbrKAV4Ti1wMRszVJ2s9F2TLbceUJLBPiY0Am25VBI2TLsAlKvnGK1zruFNW1qbQrAeGCS31BtU6HWDg5e8kY2fSvwmwMzzau3tUCEJXVyo.tgHzmV2J9jvJRa3C0aCSrATLW5eXVPdXcsmBiS8-wNw&dib_tag=se&m=A3C9OIQYGN4KBS&marketplaceID=ARBP9OOSHTCHU&qid=1736856541&s=merchant-items&sr=1-22&xpid=julibefYazZ3G
"Coffee Mug Cord Warmer, Smart Warmers Desk Cup Electric Coaster Plate Auto On/Off Gravity Induction Intelligent, Heating Beverage Drink, Desk Office And Home 55 Degree (Mug not Included) (Pink)",195,https://www.amazon.eg/-/en/Electric-Induction-Intelligent-Beverage-Included/dp/B0DKQH4B7L/ref=sr_1_23?dib=eyJ2IjoiMSJ9.m928T-WRgTWEOORt3U898wKLOmNg7r35iqoo6xYGf_OUvCDPfOY0PK03EB-69-cPsoknu9D3z3ba5Z9yOztT8uZO0I12k7j5bAQhLcg5R3TLV3iqvfoOb0kX33CAi5X1PbrKAV4Ti1wMRszVJ2s9F2TLbceUJLBPiY0Am25VBI2TLsAlKvnGK1zruFNW1qbQrAeGCS31BtU6HWDg5e8kY2fSvwmwMzzau3tUCEJXVyo.tgHzmV2J9jvJRa3C0aCSrATLW5eXVPdXcsmBiS8-wNw&dib_tag=se&m=A3C9OIQYGN4KBS&marketplaceID=ARBP9OOSHTCHU&qid=1736856541&s=merchant-items&sr=1-23&xpid=julibefYazZ3G
"3-in-1 Fish Eye Cell Phone Camera Lens Kit, Wide Angle, Macro, and Fisheye Lens for Smartphone and Camera Photography, Portable Clip-On, Optics for Travel, Portraits, and Landscapes (Black)",166,https://www.amazon.eg/-/en/Smartphone-Photography-Portable-Portraits-Landscapes/dp/B0DQR3BVVP/ref=sr_1_24?dib=eyJ2IjoiMSJ9.m928T-WRgTWEOORt3U898wKLOmNg7r35iqoo6xYGf_OUvCDPfOY0PK03EB-69-cPsoknu9D3z3ba5Z9yOztT8uZO0I12k7j5bAQhLcg5R3TLV3iqvfoOb0kX33CAi5X1PbrKAV4Ti1wMRszVJ2s9F2TLbceUJLBPiY0Am25VBI2TLsAlKvnGK1zruFNW1qbQrAeGCS31BtU6HWDg5e8kY2fSvwmwMzzau3tUCEJXVyo.tgHzmV2J9jvJRa3C0aCSrATLW5eXVPdXcsmBiS8-wNw&dib_tag=se&m=A3C9OIQYGN4KBS&marketplaceID=ARBP9OOSHTCHU&qid=1736856541&s=merchant-items&sr=1-24&xpid=julibefYazZ3G
"Amazing Safety Magic Dog Gate, Portable Dog Gate Barrier for Home, Sharp Claw Resistant Nylon Mesh, Dog Fence Indoor for Doorways and Stairways Large Size 70 x 100 cm",295,https://www.amazon.eg/-/en/Magic-Dog-Gate-Resistant-Stairways/dp/B0D8TX3DTY/ref=sr_1_25?dib=eyJ2IjoiMSJ9.m928T-WRgTWEOORt3U898wKLOmNg7r35iqoo6xYGf_OUvCDPfOY0PK03EB-69-cPsoknu9D3z3ba5Z9yOztT8uZO0I12k7j5bAQhLcg5R3TLV3iqvfoOb0kX33CAi5X1PbrKAV4Ti1wMRszVJ2s9F2TLbceUJLBPiY0Am25VBI2TLsAlKvnGK1zruFNW1qbQrAeGCS31BtU6HWDg5e8kY2fSvwmwMzzau3tUCEJXVyo.tgHzmV2J9jvJRa3C0aCSrATLW5eXVPdXcsmBiS8-wNw&dib_tag=se&m=A3C9OIQYGN4KBS&marketplaceID=ARBP9OOSHTCHU&qid=1736856541&s=merchant-items&sr=1-25&xpid=julibefYazZ3G
"one piece of Yogurt Cups, Lid With Spoon, BPA-Free, Reusable Container, Breakfast Pots To Go, Cereal On The Go, Overnight Oat Jars, Oatmeal Containers, Fruit Containers, 600 ml Made In Turkey (Purple)",199,https://www.amazon.eg/-/en/Yogurt-Cups-Container-Breakfast-Containers/dp/B0DFHYZJRH/ref=sr_1_26?dib=eyJ2IjoiMSJ9.m928T-WRgTWEOORt3U898wKLOmNg7r35iqoo6xYGf_OUvCDPfOY0PK03EB-69-cPsoknu9D3z3ba5Z9yOztT8uZO0I12k7j5bAQhLcg5R3TLV3iqvfoOb0kX33CAi5X1PbrKAV4Ti1wMRszVJ2s9F2TLbceUJLBPiY0Am25VBI2TLsAlKvnGK1zruFNW1qbQrAeGCS31BtU6HWDg5e8kY2fSvwmwMzzau3tUCEJXVyo.tgHzmV2J9jvJRa3C0aCSrATLW5eXVPdXcsmBiS8-wNw&dib_tag=se&m=A3C9OIQYGN4KBS&marketplaceID=ARBP9OOSHTCHU&qid=1736856541&s=merchant-items&sr=1-26&xpid=julibefYazZ3G
"Greaseproof Paper Parchment For Cooking High Temperature Resistance Baking Donuts Paper Sheets For Oven liners, Microwave and Refrigerator 10 M x 300 MM",325,https://www.amazon.eg/-/en/Greaseproof-Paper-Parchment-Temperature-Refrigerator/dp/B0D8RYX9VY/ref=sr_1_27?dib=eyJ2IjoiMSJ9.m928T-WRgTWEOORt3U898wKLOmNg7r35iqoo6xYGf_OUvCDPfOY0PK03EB-69-cPsoknu9D3z3ba5Z9yOztT8uZO0I12k7j5bAQhLcg5R3TLV3iqvfoOb0kX33CAi5X1PbrKAV4Ti1wMRszVJ2s9F2TLbceUJLBPiY0Am25VBI2TLsAlKvnGK1zruFNW1qbQrAeGCS31BtU6HWDg5e8kY2fSvwmwMzzau3tUCEJXVyo.tgHzmV2J9jvJRa3C0aCSrATLW5eXVPdXcsmBiS8-wNw&dib_tag=se&m=A3C9OIQYGN4KBS&marketplaceID=ARBP9OOSHTCHU&qid=1736856541&s=merchant-items&sr=1-27&xpid=julibefYazZ3G
